Tris1,GPU1,Area1,Volume1,name1,Tris2,GPU2,Area2,Volume2,name2,Tris3,GPU3,Area3,Volume3,name3,Tris4,GPU4,Area4,Volume4,name4,Tris5,GPU5,Area5,Volume5,name5,Tris6,GPU6,Area6,Volume6,name6,Tris7,GPU7,Area7,Volume7,name7,Tris8,GPU8,Area8,Volume8,name8,Tris9,GPU9,Area9,Volume9,name9,Tris10,GPU10,Area10,Volume10,name10,Tris11,Area11,Volume11,GPU11,name11,Tris12,Area12,Volume12,GPU12,name12,Tris13,Area13,Volume13,GPU13,name13,Tris14,Area14,Volume14,GPU14,name14,Tris15,Area15,Volume15,GPU15,name15,Tris16,Area16,Volume16,GPU16,name16,Tris17,Area17,Volume17,GPU17,name17,Tris18,Area18,Volume18,GPU18,name18,Tris19,Area19,Volume19,GPU19,name19,Tris20,Area20,Volume20,GPU20,name20,Tris21,Area21,Volume21,GPU21,name21,Tris22,Area22,Volume22,GPU22,name22,Tris23,Area23,Volume23,GPU23,name23,Tris24,Area24,Volume24,GPU24,name24,Tris25,Area25,Volume25,GPU25,name25,Tris26,Area26,Volume26,GPU26,name26,GPU27,Tris27,Area27,Volume27,name27,Tris29,Area29,Volume29,GPU29,name29,Tris28,Area28,Volume28,GPU28,name28,Tris30,GPU30,Area30,Volume30,name30,Tris31,Area31,Volume31,GPU31,name31,Tris32,Area32,Volume32,GPU32,name32,Tris33,Area33,Volume33,GPU33,name33,Tris34,Area34,Volume34,GPU34,name34,Tris35,Area35,Volume35,GPU35,name35,Tris36,Area36,Volume36,GPU36,name36
1614833,65.67,3558.456,2291.256,,316646,57.75,474.03,481.5,,25344,57,3009.975355,22138.776,,1614833,77,2093.209412,1347.797647,,25344,51.33,120.4015166,167.8714692,1.5,25564,52.67,3465.613115,18003.21311,,25564,47.75,173.2590164,201.332459,,1614833,72,6031.281356,3883.484746,,320408,53,1268.3484,2797.86012,0.138759529,320408,65,5073.42,22282.128,,,,,,,1521026,45844.96009,165156.7084,68.5,,1077604,15173.72454,48802.91062,62.5,,859452,1470.935946,9465.031678,65.25,,1034935,6506.136806,19309.11579,68,,915526,11397.12017,31923.74533,60.94,,116952,26301.91162,57446.70117,58.5,,53977,25696.20215,128912.418,53,,1781582,4085.642883,8250.468689,74.5,,463100,2748.253616,9582.774719,61.5,,463100,2373.256805,8275.213379,58.5,,1441792,4362.619507,1839.745026,95,,560954,25575.12396,69763.21681,59,,946176,712.7696991,4792.761658,64.5,,1034880,226.7186031,509.9158211,79,,1034880,129.6460953,291.5887547,61,,,,,,,1451069,24199.44227,73582.94008,85.6,,1797964,9121.240522,30282.94692,85.13,,,,,,,,,,,,771440,412.2379627,927.1698761,65.28,,283830,1939.500648,13041.46979,52.44,,1566537,37509.12329,92758.73309,88.5,,498066,5156.346619,2174.464935,54.22,,425210,7209.403992,25138.18018,53.5,
1761636,72,3881.952,2499.552,,463449,62.5,474.03,481.5,,27648,55.33,3283.609478,24151.392,,1761636,78,2283.501176,1470.324706,,27648,51.33,131.347109,183.1325118,,27888,53.5,3780.668852,19639.86885,,27888,45.5,189.0098361,219.6354098,,1761636,76.67,6579.579661,4236.528814,,349536,56.67,1383.6528,3052.21104,,349536,69.2,5534.64,24307.776,,,,,,,1736778,46418.52894,166462.2594,70.25,,1106732,15273.75419,49010.36866,61,,945468,1523.934507,9821.401307,64.55,,1213487,6927.518672,19437.40342,67,,1334245,12420.46428,38594.94796,66,,127584,28657.95166,62592.59082,59,,58884,28029.90112,140620.0928,53,,1943544,4456.089111,8998.54071,78,,505200,2998.098587,10453.94904,56,,505200,2581.881012,9002.656738,63,,1572864,4759.531433,2007.125381,98.33,,567204,25590.06385,69787.193,57.45,,1032192,777.3735428,5227.166809,62.5,,1128960,247.3321953,556.2781258,81,,1128960,141.4878883,318.22229,61.5,,,,,,,1444754,24199.44227,73582.94008,85.6,,1749375,9121.240522,30282.94692,83,,,,,,,,,,,,761092,412.2379627,927.1698761,65.28,,273508,1939.500648,13041.46979,52.44,,1564427,37509.12329,92758.73309,88.5,,340782,5156.346619,2174.464935,52.72,,294700,7209.403992,25138.18018,45.5,
1908439,76,4205.448,2707.848,,610252,56.33,474.03,481.5,,29952,53.5,3557.243602,26164.008,p,1908439,80,2473.792941,1592.851765,,29952,54.5,142.2927015,198.3935545,,30212,55.33,4095.72459,21276.52459,,30212,47.67,204.7606557,237.9383607,,1908439,80.5,7127.877966,4589.572881,,378664,58,1498.9572,3306.56196,,378664,69.5,5995.86,26333.424,,,,,,,1765906,46489.47253,166609.394,73,,1112982,15290.31151,49036.94057,63.14,,1039548,1534.945105,9846.165387,60.75,,1221047,7092.408885,20962.40855,67.67,,1549997,13095.42852,40131.29403,68.22,,138216,31013.14282,67736.62646,60,,63791,30363.42651,152326.8965,54.5,,2105506,4826.479614,9746.500183,82,,547300,3247.830978,11324.73083,62,,547300,2790.584824,9730.377625,60,,,,,,,714007,25844.30815,69950.89676,62.5,,1118208,841.9795761,5661.58667,59,,1223040,267.9433441,602.6349373,86,,1223040,153.3488216,344.8988724,63,,,,,,,1438439,24199.44227,73582.94008,86.27,,1692927,9121.240522,30282.94692,80.25,,,,,,,,,,,,564480,412.2379627,927.1698761,59.54,,129000,1939.500648,13041.46979,50,,1560207,37509.12329,92758.73309,88,,,,,,,,,,,
2055242,82.67,4528.944,2916.144,,612556,62.67,526.7,535,,32256,57.33,3830.877725,28176.624,p,2055242,82,2664.084706,1715.378824,,32256,52,153.2382939,213.6545971,p,32536,55.67,4410.780328,22913.18033,,32536,47.5,220.5114754,256.2413115,,2055242,82,7676.176271,4942.616949,,407792,57.75,1614.2616,3560.91288,,407792,67.67,6457.08,28359.072,,,,,,,1803869,13694777.47,14855817937,72.8,,1291534,15775.85478,49184.76183,63.14,,1041872,1546.121486,9859.148879,63.13,,1383009,7540.533366,21867.34251,68,,1552301,13304.62139,41589.68844,69.29,,148848,33368.83838,72881.76367,60,,68698,32696.6665,164032.2686,56,,2267468,5196.727386,10494.17139,86,,589400,3497.622757,12195.71967,69,,589400,2999.379059,10458.41382,60,,,,,,,860810,26098.89088,70114.81842,64,,1204224,906.5724716,6095.918213,67,,1317120,288.5555687,648.9941635,92.5,,1317120,165.2293406,371.6195049,63.5,,,,,,,1414145,24199.44227,73582.94008,84.5,,1692927,9121.240522,30282.94692,80.25,,,,,,,,,,,,,,,,,,,,,,1559974,37509.12329,92758.73309,88,,,,,,,,,,,
2202045,88,4852.44,3124.44,,614860,64.25,579.37,588.5,,34560,53.67,4104.511848,30189.24,,2202045,86.5,2854.376471,1837.905882,,34560,50.67,164.1838863,228.9156398,p,34860,52.5,4725.836066,24549.83607,,34860,47.5,236.2622951,274.5442623,,2202045,81,8224.474576,5295.661017,,436920,60.67,1729.566,3815.2638,,436920,70.25,6918.3,30384.72,,,,,,,1806173,13694956.35,14855819184,70,,1293858,16026.82271,50488.46019,68.86,,1044196,1557.287398,9872.120209,61.33,,1477089,7551.316089,21891.59407,75.5,,1558551,13318.38259,41611.77303,72.33,,159480,35723.26318,78024.12549,63,,73605,35029.69434,175736.5762,55.5,,2429430,5567.065399,11242.02484,92,,631500,3747.497604,13066.99817,62,,631500,3208.209869,11186.57758,63.5,,,,,,,1007613,26353.2359,70278.58702,65,,1290240,971.1862411,6530.390106,62,,1411200,309.1710682,695.3607559,95,,1411200,177.1183233,398.3591747,59.5,,,,,,,1413797,24199.44227,73582.94008,85.23,,1692927,9121.240522,30282.94692,82.5,,,,,,,,,,,,,,,,,,,,,,1559508,37509.12329,92758.73309,88.21,,,,,,,,,,,
2348848,87.67,5175.936,3332.736,,617164,64.33,632.04,642,,36864,54.33,4378.145971,32201.856,,2348848,89,3044.668235,1960.432941,,36864,50.67,175.1294787,244.1766824,,37184,53.33,5040.891803,26186.4918,,37184,48,252.0131148,292.8472131,,2348848,83.5,8772.772881,5648.705085,,466048,62,1844.8704,4069.61472,,466048,72.25,7379.52,32410.368,,,,,,,1812423,13694968.15,14855819203,76.67,,1455820,16542.15724,51529.11693,65,,1130212,1610.529101,10230.12476,63.88,,1571169,7562.113971,21915.87973,74,,1737103,13722.11459,41734.68725,78.67,,170112,38079.6355,83170.74072,60.5,,78512,37362.3894,187439.2139,57,,2591392,5937.414703,11989.90112,94,,673600,3997.172638,13937.57996,59.5,,673600,3417.177216,11915.21741,65.5,,,,,,,1018245,28829.73321,75687.57042,68.5,,1376256,1035.792007,6964.808167,69,,1505280,329.7895679,741.7340965,98.5,,1505280,189.0193319,425.1258907,63.5,,,,,,,1399685,24199.44227,73582.94008,85.23,,1692927,9121.240522,30282.94692,81.2,,,,,,,,,,,,,,,,,,,,,,1550100,37509.12329,92758.73309,88.21,,,,,,,,,,,
2495651,92,5499.432,3541.032,,619468,64.5,684.71,695.5,,39168,57,4651.780094,34214.472,,2495651,94,3234.96,2082.96,,39168,52.67,186.0750711,259.4377251,,39508,55.33,5355.947541,27823.14754,,39508,47.25,267.7639344,311.1501639,,2495651,88,9321.071186,6001.749153,,495176,58.67,1960.1748,4323.96564,,495176,68.25,7840.74,34436.016,,,,,,,1819983,13695103.39,14855820454,80,,1484948,16642.5162,51737.25797,69.5,,1216228,1663.73846,10587.91183,66.33,,1657185,7614.242846,22266.40146,81,,1779203,13988.3886,42663.1474,81.8,,180744,40435.25757,88315.71729,64,,83419,39695.50269,199143.9502,56,,2753354,6307.645111,12737.53729,98,,715700,4246.945328,14808.50232,64,,715700,3626.218521,12644.11511,69,,,,,,,1028877,31306.90704,81098.03184,68,,1462272,1100.396484,7399.21759,66,,,,,,,1599360,200.9381704,451.9327087,63,,,,,,,1385573,24199.44227,73582.94008,85.23,,1692927,9121.240522,30282.94692,92.26,,,,,,,,,,,,,,,,,,,,,,1531284,37509.12329,92758.73309,85,,,,,,,,,,,
2642454,94.33,5822.928,3749.328,,621772,62.5,737.38,749,,41472,56.33,4925.414218,36227.088,,2642454,95.5,3425.251765,2205.487059,,41472,51.33,197.0206636,274.6987677,,41832,53,5671.003279,29459.80328,,41832,49.25,283.5147541,329.4531148,,2642454,92,9869.369492,6354.79322,,524304,62.75,2075.4792,4578.31656,,524304,72,8301.96,36461.664,,,,,,,1998535,13695451.39,14855820560,79,,1491198,16659.08496,51763.84824,61.2,,1302244,1716.962913,10945.80038,70,,1808317,7661.099265,22283.23816,85.5,,1941165,14416.72512,43528.12195,78.33,,191376,42791.45483,93461.9502,63.5,,88326,42027.91187,210845.1543,55,,,,,,,757800,4496.810089,15679.74567,65.5,,757800,3835.363068,13373.3728,70.5,,,,,,,1039509,33781.17681,86502.15001,66.59,,1548288,1164.999825,7833.619354,65.5,,,,,,,1693440,212.867815,478.7638302,65.5,,,,,,,1371461,24199.44227,73582.94008,83,,1628201,9121.240522,30282.94692,88.57,,,,,,,,,,,,,,,,,,,,,,1504662,37509.12329,92758.73309,87,,,,,,,,,,,
2789257,96.67,6146.424,3957.624,,768575,68.33,737.38,749,,43776,59.5,5199.048341,38239.704,,2789257,97,3615.543529,2328.014118,,43776,52,207.966256,289.9598104,,44156,52.33,5986.059016,31096.45902,,44156,49,299.2655738,347.7560656,,2789257,94,10417.6678,6707.837288,,553432,58.5,2190.7836,4832.66748,,553432,71.33,8763.18,38487.312,,,,,,,2160497,13695821.81,14855821308,87.67,,1493502,16910.30783,53515.2562,74,,1388260,1770.26475,11304.20929,66,,1812325,8355.350791,28650.84753,88.3,,1943887,22164.57815,64479.79577,77,,202008,45146.21631,98605.04688,64,,93233,44360.56665,222547.5898,62,,,,,,,799900,4746.601135,16550.73199,66,,799900,4044.633865,14103.07074,75,,,,,,,1068637,33871.5365,86689.55288,70,,1634304,1229.610535,8268.070679,65,,,,,,,1787520,224.8063755,505.6150036,71,,,,,,,1371052,24199.44227,73582.94008,83,,1530117,9121.240522,30282.94692,86.38,,,,,,,,,,,,,,,,,,,,,,1455558,37509.12329,92758.73309,86,,,,,,,,,,,
,,,,,915378,68.5,737.38,749,,46080,59,5472.682464,40252.32,,,,,,,46080,51.33,218.9118484,305.220853,,46480,53.33,6301.114754,32733.11475,,46480,50.67,315.0163934,366.0590164,,2936060,99,10965.9661,7060.881356,,582560,59.67,2306.088,5087.0184,,582560,72.67,9224.4,40512.96,,,,,,,2163219,13702545.08,14855839489,88.22,,1495806,16920.35211,53529.261,73,,1394510,1785.030396,11327.90585,68.33,,1959128,8365.179003,28652.11319,86,,1985987,22431.3056,65409.83691,80.5,,212640,47500.80908,103747.7754,71,,98140,46693.41577,234251.001,61,,,,,,,842000,4996.580612,17422.37537,61.5,,842000,4253.95993,14832.96136,73.62,,,,,,,1097765,33962.16162,86877.50625,64.5,,1720320,1294.187912,8702.297882,64.5,,,,,,,1881600,236.7537451,532.4859924,86,,,,,,,1370643,24199.44227,73582.94008,83.5,,1499891,9121.240522,30282.94692,83.31,,,,,,,,,,,,,,,,,,,,,,1452645,37509.12329,92758.73309,87,,,,,,,,,,,
,,,,,917682,72.5,790.05,802.5,,48384,61.33,5746.316587,42264.936,,,,,,,48384,48,229.8574408,320.4818957,,48804,55.67,6616.170492,34369.77049,,48804,49,330.7672131,384.3619672,,,,,,,611688,60.67,2421.3924,5341.36932,,611688,76.5,9685.62,42538.608,,,,,,,2169469,13702557.07,14855839508,91,,1498110,16930.4295,53543.31196,70.67,,1541313,1795.081166,11329.20016,67.63,,2110260,8412.185469,28669.00381,91,,2080067,22441.57799,65432.94069,86,,223272,49854.5791,108888.7065,69.5,,103047,49025.8335,245952.248,61.5,,,,,,,884100,5246.489761,18293.7735,61.5,,884100,4464.43277,15566.85065,80.5,,,,,,,1126893,34052.8107,87065.50933,73.75,,1806336,1358.784554,9136.654602,68,,,,,,,1975680,248.7120256,559.3815193,91.5,,,,,,,1370297,24199.44227,73582.94008,83.5,,1411808,9121.240522,30282.94692,81.71,,,,,,,,,,,,,,,,,,,,,,1428964,37509.12329,92758.73309,84.89,,,,,,,,,,,
,,,,,919986,76,842.72,856,,50688,61,6019.95071,44277.552,,,,,,,50688,52,240.8030332,335.7429383,,51128,51.5,6931.22623,36006.42623,,51128,50.5,346.5180328,402.664918,,,,,,,640816,62,2536.6968,5595.72024,,640816,78.75,10146.84,44564.256,,,,,,,2320601,13702595.86,14855839522,92.5,594233830.2,1644913,17211.74209,53724.44455,72.29,,1692445,1842.957341,11346.40329,67.5,,2326012,9121.240522,30282.94692,98.05,,2082391,22451.99733,65445.04473,86,,233904,52208.13672,114029.1738,70,,107954,51358.06714,257652.5723,61,,,,,,,926200,5496.294144,19164.80634,71,,926200,4675.104675,16301.43402,83,,,,,,,1305445,34491.52948,87199.07512,81.25,,1892352,1423.351105,9570.809021,70,,,,,,,2069760,260.6785545,586.295599,91.5,,,,,,,1357395,24199.44227,73582.94008,84.5,,1402788,9121.240522,30282.94692,80.59,,,,,,,,,,,,,,,,,,,,,,1391145,37509.12329,92758.73309,83,,,,,,,,,,,
,,,,,922290,75,895.39,909.5,,52992,62,6293.584834,46290.168,,,,,,,52992,51.5,251.7486257,351.003981,,53452,54.33,7246.281967,37643.08197,,53452,51,362.2688525,420.9678689,,,,,,,669944,64.33,2652.0012,5850.07116,,669944,80.67,10608.06,46589.904,,,,,,,2739320,13703486.64,14855845329,94.63,548149.3924,1655545,19952.06973,59709.66672,74.8,0.350504488,1698695,1857.801627,11370.22605,70.67,,,,,,,2124491,22718.33956,66373.74267,87.17,,244536,54560.87549,119167.853,76,,112861,53688.87134,269345.7246,62.5,,,,,,,968300,5746.009796,20035.52979,65.5,,968300,4885.809341,17036.13165,86.5,,,,,,,1483997,34930.65015,87332.76324,89,,1978368,1487.896591,10004.82178,72,,,,,,,2163840,272.6586657,613.2402248,84.5,,,,,,,1350630,24199.44227,73582.94008,85,,1319044,9121.240522,30282.94692,77.33,,,,,,,,,,,,,,,,,,,,,,1386695,37509.12329,92758.73309,82,,,,,,,,,,,
,,,,,924594,70.5,948.06,963,,55296,61,6567.218957,48302.784,,,,,,,55296,50.33,262.6942181,366.2650236,,55776,53,7561.337705,39279.7377,,55776,50.5,378.0196721,439.2708197,,,,,,,699072,66.33,2767.3056,6104.42208,,699072,82,11069.28,48615.552,,,,,,,2886123,13703691.24,14855845461,95.75,118885.56,1697645,20272.79898,60828.00461,75.2,0.372094905,1700999,1866.824313,11382.80644,76,,,,,,,2130741,22732.07731,66395.78963,96.5,,255168,56913.59546,124306.4912,77,,117768,56020.96924,281045.3672,63,,,,,,,1010400,5995.886078,20906.81329,71,,1010400,5096.510132,17770.81573,85,,,,,,,1662549,35369.50952,87466.37182,91.06,,2064384,1552.429962,10438.75305,69,,,,,,,2257920,284.6580753,640.2282562,87,,,,,,,1350284,24199.44227,73582.94008,85,,1314826,9121.240522,30282.94692,78,,,,,,,,,,,,,,,,,,,,,,1285473,37509.12329,92758.73309,81.88,,,,,,,,,,,
,,,,,926898,70.57,1000.73,1016.5,,57600,59.33,6840.85308,50315.4,,,,,,,57600,51.67,273.6398105,381.5260663,,58100,54.33,7876.393443,40916.39344,,58100,52.33,393.7704918,457.5737705,,,,,,,728200,66.5,2882.61,6358.773,,728200,86.33,11530.5,50641.2,,,,,,,2972139,13703734.81,14855845754,97,,1791725,20285.17916,60855.84903,76,0.857914866,1703303,1875.838483,11395.37495,69.5,,,,,,,2151835,23180.07539,66937.66469,93.5,,265800,59266.90991,129446.4277,76,,122675,58352.6499,292742.917,57.5,,,,,,,1052500,6245.663483,21777.75208,93,,1052500,5307.415405,18506.21283,89.5,,,,,,,1683643,35856.66635,88055.61126,98,,2150400,1616.967705,10872.71375,73.5,,,,,,,2352000,296.6704674,667.2454872,91,,,,,,,1349938,24199.44227,73582.94008,85,,1313224,9121.240522,30282.94692,74,,,,,,,,,,,,,,,,,,,,,,1284410,37509.12329,92758.73309,76,,,,,,,,,,,
,,,,,1073701,79,1000.73,1016.5,,59904,60,7114.487203,52328.016,,,,,,,59904,51.33,284.5854029,396.7871089,,60424,58.67,8191.44918,42553.04918,,60424,51.75,409.5213115,475.8767213,,,,,,,757328,67.67,2997.9144,6613.12392,,757328,87,11991.72,52666.848,,,,,,,,,,,,1794447,29606.86568,86063.47208,80.83,1.055883801,1850106,1885.966387,11396.6792,76.25,,,,,,,2570554,24199.44227,73582.94008,98.23,,276432,61618.95117,134583.583,79,,127582,60684.8064,304442.8535,59,,,,,,,1094600,6495.445663,22648.70752,92,,1094600,5518.271011,19241.43677,91,,,,,,,,,,,,2236416,1681.495514,11306.60767,76.5,,,,,,,2446080,308.6911459,694.2813549,91,,,,,,,1349592,24199.44227,73582.94008,82.67,,1313224,9121.240522,30282.94692,76.33,,,,,,,,,,,,,,,,,,,,,,1283347,37509.12329,92758.73309,76,,,,,,,,,,,
,,,,,1220504,73.2,1000.73,1016.5,,62208,59.5,7388.121326,54340.632,,,,,,,62208,48,295.5309953,412.0481516,,62748,56,8506.504918,44189.70492,,62748,49.33,425.2721311,494.1796721,,,,,,,786456,66.25,3113.2188,6867.47484,,786456,88.25,12452.94,54692.496,,,,,,,,,,,,1796771,29619.41695,86078.05277,70,,1852410,2112.053377,12972.85156,74,,,,,,,,,,,,287064,63970.83179,139720.3877,79,,132489,63015.6167,316136.0361,58.5,,,,,,,1136700,6745.190491,23519.53265,97,,1136700,5729.386093,19977.56543,89.5,,,,,,,,,,,,2322432,1745.990738,11740.28244,79.5,,,,,,,2540160,320.7184267,721.3320713,93.5,,,,,,,1346428,24199.44227,73582.94008,82.67,,1312760,9121.240522,30282.94692,77,,,,,,,,,,,,,,,,,,,,,,1279371,37509.12329,92758.73309,75.5,,,,,,,,,,,
,,,,,1222808,85,1053.4,1070,,64512,66,7661.75545,56353.248,,,,,,,64512,49.33,306.4765878,427.3091942,,65072,54,8821.560656,45826.36066,,65072,51,441.0229508,512.482623,,,,,,,815584,68,3228.5232,7121.82576,,815584,91.67,12914.16,56718.144,,,,,,,,,,,,1882787,29679.17138,86479.84979,82,308.1172124,1859970,2282.540026,14549.61585,72,,,,,,,,,,,,297696,66324.5415,144861.1875,77,,137396,65346.53174,327829.7441,58.5,,,,,,,,,,,,1178800,5940.412094,20713.38348,92.5,,,,,,,,,,,,2408448,1810.487442,12173.96716,82,,,,,,,2634240,332.7584257,748.4113922,97,,,,,,,1343264,24199.44227,73582.94008,83.19,,1312300,9121.240522,30282.94692,76.2,,,,,,,,,,,,,,,,,,,,,,1212951,37509.12329,92758.73309,75,,,,,,,,,,,
,,,,,1225112,86,1106.07,1123.5,,66816,63,7935.389573,58365.864,,,,,,,66816,51,317.4221802,442.5702369,,67396,54.33,9136.616393,47463.01639,,67396,51.5,456.7737705,530.7855738,,,,,,,844712,62.5,3343.8276,7376.17668,,844712,93,13375.38,58743.792,,,,,,,,,,,,1885091,29930.26396,88230.34931,83,1038.06809,2038522,2720.486773,14682.94658,85.8,,,,,,,,,,,,308328,68676.99683,149999.2476,77.5,,142303,67677.0603,339521.5127,59,,,,,,,,,,,,1220900,6151.488281,21449.37653,92,,,,,,,,,,,,2494464,1874.981178,12607.63196,82,,,,,,,,,,,,,,,,,1280456,24199.44227,73582.94008,83.19,,1310174,9121.240522,30282.94692,76.7,,,,,,,,,,,,,,,,,,,,,,1184727,37509.12329,92758.73309,75.8,,,,,,,,,,,
,,,,,1227416,84,1158.74,1177,,69120,62.5,8209.023696,60378.48,,,,,,,69120,49.33,328.3677726,457.8312795,,69720,54,9451.672131,49099.67213,,69720,51,472.5245902,549.0885246,,,,,,,873840,64.33,3459.132,7630.5276,,873840,95,13836.6,60769.44,,,,,,,,,,,,2303810,31157.9406,96233.60028,94.33,66693.26316,2124538,2774.41786,15045.58666,90.5,,,,,,,,,,,,318960,71026.12939,155130.0503,87,,147210,70008.01245,351215.4072,62,,,,,,,,,,,,1263000,6362.589554,22185.45703,95.5,,,,,,,,,,,,2580480,1939.500648,13041.46979,92.1,,,,,,,,,,,,,,,,,1217648,24199.44227,73582.94008,83.19,,1275768,9121.240522,30282.94692,75.46,,,,,,,,,,,,,,,,,,,,,,1184455,37509.12329,92758.73309,72,,,,,,,,,,,
,,,,,1229720,84.33,1211.41,1230.5,,71424,65.33,8482.657819,62391.096,,,,,,,71424,53,339.313365,473.0923222,,72044,54.5,9766.727869,50736.32787,,72044,53.33,488.2754098,567.3914754,,,,,,,902968,63.25,3574.4364,7884.87852,,902968,96.67,14297.82,62795.088,,,,,,,,,,,,2519562,31967.6718,98076.70124,92,879.0678095,2127260,11195.33192,37817.34642,94.88,,,,,,,,,,,,329592,73372.95947,160255.8242,87.5,,152117,72338.86816,362908.8184,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154840,24199.44227,73582.94008,75.55,,1240058,9121.240522,30282.94692,75.5,,,,,,,,,,,,,,,,,,,,,,1166707,37509.12329,92758.73309,72,,,,,,,,,,,
,,,,,1232024,81.25,1264.08,1284,,73728,64,8756.291942,64403.712,,,,,,,73728,48.67,350.2589574,488.3533648,,74368,54.67,10081.78361,52372.98361,,74368,52.67,504.0262295,585.6944262,,,,,,,932096,66.33,3689.7408,8139.22944,,932096,95.67,14759.04,64820.736,,,,,,,,,,,,2670694,32021.21849,98095.94192,91.75,2789.793879,2169360,11485.14812,38827.89476,91.44,,,,,,,,,,,,340224,75720.60449,165383.3779,85.5,,157024,74669.13525,374599.2764,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132820,24199.44227,73582.94008,74.5,,1238546,9121.240522,30282.94692,74.22,,,,,,,,,,,,,,,,,,,,,,1156230,37509.12329,92758.73309,76,,,,,,,,,,,
,,,,,1378827,92.5,1264.08,1284,,76032,68,9029.926066,66416.328,,,,,,,76032,49.67,361.2045499,503.6144075,,76692,55.67,10396.83934,54009.63934,,76692,52.67,519.7770492,603.997377,,,,,,,961224,65.25,3805.0452,8393.58036,,961224,98.33,15220.26,66846.384,,,,,,,,,,,,2674702,32817.1566,105396.211,94.33,77738.78947,2255376,11539.1922,39191.29463,87,,,,,,,,,,,,350856,78067.84937,170510.0576,90,,161931,77000.1272,386293.3701,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100457,24199.44227,73582.94008,74,,1206154,9121.240522,30282.94692,70,,,,,,,,,,,,,,,,,,,,,,1112187,37509.12329,92758.73309,74,,,,,,,,,,,
,,,,,1525630,87,1264.08,1284,,78336,67.5,9303.560189,68428.944,,,,,,,78336,49.33,372.1501423,518.8754501,,79016,55.67,10711.89508,55646.29508,,79016,51.5,535.5278689,622.3003279,,,,,,,990352,68.67,3920.3496,8647.93128,,,,,,,,,,,,,,,,,2680952,32833.70934,105422.7755,95,,2284504,11629.99761,39379.62193,93.64,,,,,,,,,,,,361488,80414.11743,175634.604,93.5,,166838,79331.45166,397989.1318,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099520,24199.44227,73582.94008,74,,1206154,9121.240522,30282.94692,71.5,,,,,,,,,,,,,,,,,,,,,,1111124,37509.12329,92758.73309,72,,,,,,,,,,,
,,,,,1527934,88,1316.75,1337.5,,80640,69.5,9577.194312,70441.56,,,,,,,80640,48,383.0957347,534.1364928,,81340,55.33,11026.95082,57282.95082,,81340,50.67,551.2786885,640.6032787,,,,,,,1019480,68.67,4035.654,8902.2822,,,,,,,,,,,,,,,,,2687202,32850.2639,105449.343,96,2.853030516,2435636,11677.51251,39396.69524,89.4,3.369068809,,,,,,,,,,,372120,82761.16113,180760.8447,92,,171745,81661.11646,409676.5684,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098583,24199.44227,73582.94008,73,,1206154,9121.240522,30282.94692,72,,,,,,,,,,,,,,,,,,,,,,1100259,37509.12329,92758.73309,74,,,,,,,,,,,
,,,,,1530238,94.5,1369.42,1391,,82944,68,9850.828435,72454.176,,,,,,,82944,51,394.0413271,549.3975354,,83664,59.33,11342.00656,58919.60656,,83664,52.67,567.0295082,658.9062295,,,,,,,1048608,72,4150.9584,9156.63312,,,,,,,,,,,,,,,,,2865754,33334.86873,105596.8786,95.86,1.165616822,2437940,11686.40982,39409.10082,90,1.165616822,,,,,,,,,,,382752,85107.78223,185886.1621,94,,176652,83991.19971,421366.1035,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071800,24199.44227,73582.94008,71.8,,1206154,9121.240522,30282.94692,72.94,,,,,,,,,,,,,,,,,,,,,,1082404,37509.12329,92758.73309,73.67,,,,,,,,,,,
,,,,,1532542,92,1422.09,1444.5,,85248,69,10124.46256,74466.792,,,,,,,85248,48.67,404.9869195,564.6585781,,85988,56,11657.0623,60556.2623,,85988,50.67,582.7803279,677.2091803,,,,,,,1077736,69.5,4266.2628,9410.98404,,,,,,,,,,,,,,,,,2868058,33344.89486,105610.8581,94.33,2.687486405,2440264,11697.53099,39422.02018,95.79,,,,,,,,,,,,393384,87454.05933,191010.7285,94,,181559,86321.56616,433057.0596,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065485,24199.44227,73582.94008,71.8,,1163004,9121.240522,30282.94692,71.73,,,,,,,,,,,,,,,,,,,,,,1046694,37509.12329,92758.73309,73.67,,,,,,,,,,,
