Tris1,GPU1,Area1,Volume1,name1,Tris2,GPU2,Area2,Volume2,name2,Tris3,GPU3,Area3,Volume3,name3,Tris4,GPU4,Area4,Volume4,name4,Tris5,GPU5,Area5,Volume5,name5,Tris6,GPU6,Area6,Volume6,name6,Tris7,GPU7,Area7,Volume7,name7,Tris8,GPU8,Area8,Volume8,name8,Tris9,GPU9,Area9,Volume9,name9,Tris10,GPU10,Area10,Volume10,name10,Tris11,Area11,Volume11,GPU11,name11,Tris12,Area12,Volume12,GPU12,name12,Tris13,Area13,Volume13,GPU13,name13,Tris14,Area14,Volume14,GPU14,name14,Tris15,Area15,Volume15,GPU15,name15,Tris16,Area16,Volume16,GPU16,name16,Tris17,Area17,Volume17,GPU17,name17,Tris18,Area18,Volume18,GPU18,name18,Tris19,Area19,Volume19,GPU19,name19,Tris20,Area20,Volume20,GPU20,name20,Tris21,Area21,Volume21,GPU21,name21,Tris22,Area22,Volume22,GPU22,name22,Tris23,Area23,Volume23,GPU23,name23,Tris24,Area24,Volume24,GPU24,name24,Tris25,Area25,Volume25,GPU25,name25,Tris26,Area26,Volume26,GPU26,name26,GPU27,Tris27,Area27,Volume27,name27,Tris29,Area29,Volume29,GPU29,name29,Tris28,Area28,Volume28,GPU28,name28,Tris30,GPU30,Area30,Volume30,name30,Tris31,Area31,Volume31,GPU31,name31,Tris32,Area32,Volume32,GPU32,name32,Tris33,Area33,Volume33,GPU33,name33,Tris34,Area34,Volume34,GPU34,name34,Tris35,Area35,Volume35,GPU35,name35,Tris36,Area36,Volume36,GPU36,name36
,,,,,,,,,,,,,,,,,,,,188928,52,897.5385784,1251.405497,,190568,68,25834.57049,134205.7705,,190568,50.67,1291.567213,1500.841967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524495,24199.44227,73582.94008,59.19,,,,,,,,,,,,,,,,,,,,,,,,,,,289827,37509.12329,92758.73309,51,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,191232,51.33,908.4841709,1266.66654,,192892,65,26149.62623,135842.4262,,192892,51.67,1307.318033,1519.144918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478436,24199.44227,73582.94008,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,245787,37509.12329,92758.73309,50,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,193536,52.33,919.4297633,1281.927583,,195216,64.33,26464.68197,137479.082,,195216,50,1323.068852,1537.447869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462288,24199.44227,73582.94008,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,244724,37509.12329,92758.73309,48.33,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,195840,52.67,930.3753557,1297.188625,,197540,68,26779.7377,139115.7377,,197540,51.33,1338.819672,1555.75082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438555,24199.44227,73582.94008,55,,,,,,,,,,,,,,,,,,,,,,,,,,,233859,37509.12329,92758.73309,48,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,198144,54,941.3209481,1312.449668,,199864,68,27094.79344,140752.3934,,199864,52,1354.570492,1574.05377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437867,24199.44227,73582.94008,55,,,,,,,,,,,,,,,,,,,,,,,,,,,216004,37509.12329,92758.73309,46.93,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,200448,52,952.2665405,1327.710711,,202188,67,27409.84918,142389.0492,,202188,52,1370.321311,1592.356721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437179,24199.44227,73582.94008,54.47,,,,,,,,,,,,,,,,,,,,,,,,,,,180294,37509.12329,92758.73309,46.93,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,202752,52.5,963.212133,1342.971753,,204512,67.5,27724.90492,144025.7049,,204512,53.33,1386.072131,1610.659672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417538,24199.44227,73582.94008,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,173967,37509.12329,92758.73309,44.33,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,205056,52.33,974.1577254,1358.232796,,206836,69.67,28039.96066,145662.3607,,206836,53,1401.822951,1628.962623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412907,24199.44227,73582.94008,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,173271,37509.12329,92758.73309,44,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,207360,53.67,985.1033178,1373.493839,,209160,67.67,28355.01639,147299.0164,,209160,53,1417.57377,1647.265574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408276,24199.44227,73582.94008,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,209664,51,996.0489102,1388.754881,,211484,70,28670.07213,148935.6721,,211484,53,1433.32459,1665.568525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403645,24199.44227,73582.94008,52.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,211968,53.33,1006.994503,1404.015924,,213808,70.33,28985.12787,150572.3279,,213808,52,1449.07541,1683.871475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385829,24199.44227,73582.94008,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,214272,53,1017.940095,1419.276966,,216132,71.33,29300.18361,152208.9836,,216132,52.67,1464.82623,1702.174426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385573,24199.44227,73582.94008,52.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,216576,55,1028.885687,1434.538009,,218456,68.67,29615.23934,153845.6393,,218456,52.33,1480.577049,1720.477377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376165,24199.44227,73582.94008,52.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,218880,53.67,1039.83128,1449.799052,,220780,70.33,29930.29508,155482.2951,,220780,51.33,1496.327869,1738.780328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366757,24199.44227,73582.94008,52.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,221184,53.33,1050.776872,1465.060094,,223104,72,30245.35082,157118.9508,,223104,53.67,1512.078689,1757.083279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357349,24199.44227,73582.94008,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,223488,54.5,1061.722465,1480.321137,,225428,69.67,30560.40656,158755.6066,,225428,54.67,1527.829508,1775.38623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357077,24199.44227,73582.94008,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,225792,54.33,1072.668057,1495.58218,,227752,70.67,30875.4623,160392.2623,,227752,54,1543.580328,1793.68918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356805,24199.44227,73582.94008,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,228096,54.67,1083.61365,1510.843222,,230076,71.33,31190.51803,162028.918,,230076,53,1559.331148,1811.992131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356575,24199.44227,73582.94008,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,230400,56,1094.559242,1526.104265,,232400,74,31505.57377,163665.5738,,232400,55.33,1575.081967,1830.295082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,232704,57,1105.504834,1541.365308,,234724,73.33,31820.62951,165302.2295,,234724,52.5,1590.832787,1848.598033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,235008,54.33,1116.450427,1556.62635,,237048,72.67,32135.68525,166938.8852,,237048,55.33,1606.583607,1866.900984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,237312,55,1127.396019,1571.887393,,239372,69.5,32450.74098,168575.541,,239372,53.33,1622.334426,1885.203934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,239616,55.5,1138.341612,1587.148436,,241696,71.33,32765.79672,170212.1967,,241696,55,1638.085246,1903.506885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,241920,56,1149.287204,1602.409478,,244020,73.67,33080.85246,171848.8525,,244020,54.67,1653.836066,1921.809836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,244224,56,1160.232797,1617.670521,,246344,77.67,33395.9082,173485.5082,,246344,55.5,1669.586885,1940.112787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,246528,57.5,1171.178389,1632.931564,,248668,77,33710.96393,175122.1639,,248668,56.33,1685.337705,1958.415738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,248832,56,1182.123981,1648.192606,,250992,74,34026.01967,176758.8197,,250992,56,1701.088525,1976.718689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,251136,54.67,1193.069574,1663.453649,,253316,75.67,34341.07541,178395.4754,,253316,54.67,1716.839344,1995.021639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,253440,56.67,1204.015166,1678.714692,,255640,78,34656.13115,180032.1311,,255640,57,1732.590164,2013.32459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,255744,56.5,1214.960759,1693.975734,,257964,76,34971.18689,181668.7869,,257964,55.67,1748.340984,2031.627541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,258048,56.33,1225.906351,1709.236777,,260288,78,35286.24262,183305.4426,,260288,56.33,1764.091803,2049.930492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,260352,56.33,1236.851943,1724.497819,,262612,79,35601.29836,184942.0984,,262612,54.67,1779.842623,2068.233443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,262656,58,1247.797536,1739.758862,,264936,80,35916.3541,186578.7541,,264936,57.33,1795.593443,2086.536393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,264960,55,1258.743128,1755.019905,,267260,78.5,36231.40984,188215.4098,,267260,57.5,1811.344262,2104.839344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,267264,54.67,1269.688721,1770.280947,,269584,75.33,36546.46557,189852.0656,,269584,57.67,1827.095082,2123.142295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,269568,57.67,1280.634313,1785.54199,,271908,77.67,36861.52131,191488.7213,,271908,58.67,1842.845902,2141.445246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,271872,55,1291.579906,1800.803033,,274232,80,37176.57705,193125.377,,274232,59,1858.596721,2159.748197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,274176,57.33,1302.525498,1816.064075,,276556,82,37491.63279,194762.0328,,276556,57.33,1874.347541,2178.051148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,276480,56.33,1313.47109,1831.325118,,278880,78.67,37806.68852,196398.6885,,278880,58.67,1890.098361,2196.354098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,278784,57,1324.416683,1846.586161,,281204,81.33,38121.74426,198035.3443,,281204,55.33,1905.84918,2214.657049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,281088,57.33,1335.362275,1861.847203,,283528,81.67,38436.8,199672,,283528,57.5,1921.6,2232.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,283392,57.67,1346.307868,1877.108246,,285852,81.67,38751.85574,201308.6557,,285852,57,1937.35082,2251.262951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,285696,56.5,1357.25346,1892.369289,,288176,82.5,39066.91148,202945.3115,,288176,60.67,1953.101639,2269.565902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,288000,59,1368.199053,1907.630331,,290500,83,39381.96721,204581.9672,,290500,58.5,1968.852459,2287.868852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,290304,59.33,1379.144645,1922.891374,,292824,83,39697.02295,206218.623,,292824,58,1984.603279,2306.171803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,292608,56.67,1390.090237,1938.152417,,295148,83.67,40012.07869,207855.2787,,295148,55,2000.354098,2324.474754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,294912,58,1401.03583,1953.413459,,297472,85.33,40327.13443,209491.9344,,297472,57,2016.104918,2342.777705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,297216,57,1411.981422,1968.674502,,299796,84,40642.19016,211128.5902,,299796,60.5,2031.855738,2361.080656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,299520,58,1422.927015,1983.935545,,302120,90.33,40957.2459,212765.2459,,302120,62,2047.606557,2379.383607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,301824,58.67,1433.872607,1999.196587,,304444,94,41272.30164,214401.9016,,304444,57,2063.357377,2397.686557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,304128,57.33,1444.818199,2014.45763,,306768,94.33,41587.35738,216038.5574,,306768,54,2079.108197,2415.989508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,306432,58.5,1455.763792,2029.718672,,309092,95,41902.41311,217675.2131,,309092,54,2094.859016,2434.292459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,308736,58.67,1466.709384,2044.979715,,311416,94.5,42217.46885,219311.8689,,311416,57.33,2110.609836,2452.59541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,311040,60,1477.654977,2060.240758,,313740,93.67,42532.52459,220948.5246,,313740,58,2126.360656,2470.898361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,313344,59,1488.600569,2075.5018,,316064,93.33,42847.58033,222585.1803,,316064,57.33,2142.111475,2489.201311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,315648,59.67,1499.546162,2090.762843,,318388,97.67,43162.63607,224221.8361,,318388,60,2157.862295,2507.504262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,317952,60,1510.491754,2106.023886,,320712,96.33,43477.6918,225858.4918,,320712,55.5,2173.613115,2525.807213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
